Id_hecho,Victimas,Fecha,Hora,Tipo_calle,Cruce,Direccion,Comuna,Longitud,Latitud,Tipo_victima,Tipo_acusado,Rol,Sexo,Edad,Fecha_fallecimiento
2019-0044,1,2019-05-27,12,avenida,,Boedo av. 650,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,77.0,2019-05-29
2019-0045,1,2019-06-03,7,avenida,Republica de la india,Del libertador av. y republica de la india,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,33.0,2019-06-03
2019-0046,1,2019-06-04,9,gral paz,Cabildo av.,"Paz, gral. av. y cabildo av.",13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,femenino,26.0,2019-06-04
2019-0047,1,2019-06-06,10,avenida,,Caseros av. 1700,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,76.0,2019-06-06
2019-0048,1,2019-06-07,7,avenida,,Avellaneda av. 1548,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,32.0,2019-06-07
2019-0049,1,2019-06-08,9,calle,Mendoza,Ciudad de la paz y mendoza,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,72.0,2019-06-09
2019-0050,1,2019-06-08,23,avenida,Honduras av.,"Salguero, jeronimo y honduras av.",14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,21.0,2019-06-09
2019-0051,1,2019-06-11,10,calle,Olavarria,"Filiberto, juan de dios y olavarria",4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,41.0,2019-06-11
2019-0053,1,2019-06-14,17,avenida,Casta?ares av.,Asturias av. y castaã‘ares av.,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,masculino,49.0,2019-06-14
2019-0054,1,2019-06-20,3,calle,,Gandara 2976,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,21.0,2019-06-20
2019-0055,1,2019-06-20,19,avenida,"Madero, eduardo av.","Guevara, trinidad y madero, eduardo av.",1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,47.0,2019-06-21
2019-0056,1,2019-06-29,17,avenida,,Boyaca av. 305,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,75.0,2019-06-29
2019-0057,1,2019-07-05,19,calle,La pampa,Artilleros y la pampa,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,63.0,2019-07-08
2019-0058,1,2019-07-10,9,autopista,,Autopista perito moreno e irigoyen,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,39.0,2019-07-10
2019-0059,1,2019-07-13,22,calle,Santiago del estero,15 de noviembre de 1889 y santiago del estero,1,-58.3841088,-34.63099197,moto,pasajeros,conductor,masculino,30.0,2019-07-13
2019-0060,1,2019-07-17,11,avenida,"Falcon, ramon l.,cnel.","Acosta, mariano av. y falcon, ramon l.,cnel.",10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,78.0,2019-07-17
2019-0061,1,2019-07-17,18,calle,Mendoza,11 de septiembre de 1888 y mendoza,13,-58.45200171,-34.5578132,peaton,pasajeros,peaton,femenino,58.0,2019-07-17
2019-0062,1,2019-08-01,23,avenida,"Campos, luis m. av.","Pino, virrey del y campos, luis m. av.",13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,60.0,2019-08-02
2019-0063,1,2019-08-04,1,avenida,Maure,Forest av. y maure,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompañante,masculino,,2019-08-04
2019-0064,1,2019-08-06,3,avenida,Avellaneda av.,Boyaca av. y avellaneda av.,7,-58.4596221,-34.6224514,moto,auto,conductor,masculino,20.0,2019-08-06
2019-0065,1,2019-08-08,16,calle,Tilcara,Barco centenera del y tilcara,4,-58.4197085,-34.65414867,peaton,pasajeros,peaton,femenino,55.0,2019-08-09
2019-0066,1,2019-08-11,21,avenida,Bolivar (no oficial),Riestra av. y bolivar (no oficial),7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,40.0,2019-08-11
2019-0067,1,2019-08-14,15,calle,,"Castro, emilio 4706",10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,35.0,2019-08-14
2019-0068,1,2019-08-14,17,avenida,,27 de febrero av. 5600,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,53.0,2019-08-14
2019-0069,1,2019-08-17,5,avenida,,"Garay, juan de av. 2874",4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,43.0,2019-08-17
2019-0070,1,2019-08-22,12,avenida,Gorriti,"Scalabrini ortiz, raul av. y gorriti",14,-58.4268668,-34.59217875,moto,bicicleta,conductor,masculino,25.0,2019-08-22
2019-0071,1,2019-08-27,11,avenida,Olivera av.,Primera junta y olivera av.,9,-58.479611,-34.65620398,peaton,cargas,peaton,masculino,,2019-08-27
2019-0072,1,2019-08-28,6,avenida,Azul,"Alberdi, juan bautista av. y azul",10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,22.0,2019-09-02
2019-0073,1,2019-08-29,1,avenida,,Alvarez thomas av. 1788,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,29.0,2019-09-06
2019-0074,1,2019-08-29,9,autopista,"Paz, gral. av.","Lugones, leopoldo av. y paz, gral. av.",13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,35.0,2019-08-29
2019-0075,1,2019-08-30,23,calle,Lujan,San antonio y lujan,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,31.0,2019-08-30
2019-0076,1,2019-09-05,18,autopista,,Autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,29.0,2019-09-05
2019-0077,1,2019-09-08,3,avenida,Tagle,"Figueroa alcorta, pres. av. y tagle",14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,28.0,2019-09-08
2019-0078,1,2019-09-12,8,avenida,"Alcorta, amancio av.","Einstein, alberto y alcorta, amancio av.",4,-58.41125934,-34.6541774,peaton,cargas,peaton,femenino,72.0,2019-09-15
2019-0079,1,2019-09-17,5,calle,Colombres,Agrelo y colombres,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,57.0,2019-09-17
2019-0080,1,2019-09-17,19,gral paz,"Paz, gral. av.","Cabildo av. y paz, gral. av.",13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,76.0,2019-09-17
2019-0081,1,2019-09-23,16,avenida,,Elcano av. 4300,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,67.0,2019-10-07
2019-0082,1,2019-09-25,7,avenida,,"Rabanal, francisco, intendente av. 2428",8,-58.42985146,-34.6611974,bicicleta,cargas,ciclista,masculino,47.0,2019-09-25
2019-0083,1,2019-09-26,8,calle,Corvalan,Monte y corvalan,9,-58.48457413,-34.6583909,auto,auto,conductor,masculino,73.0,2019-09-26
2019-0084,1,2019-09-27,11,calle,Lafuente,Tandil y lafuente,7,-58.46572884,-34.63628186,bicicleta,cargas,ciclista,femenino,40.0,2019-09-27
2019-0085,1,2019-10-09,22,calle,Bacacay,Cardoso y bacacay,10,-58.49261744,-34.6341913,bicicleta,tren,ciclista,masculino,20.0,2019-10-09
2019-0086,1,2019-10-15,14,avenida,,Corrientes av. 6700,15,-58.45283186,-34.5884156,moto,pasajeros,conductor,masculino,29.0,2019-10-15
2019-0087,1,2019-10-21,21,avenida,Mendoza,Alvarez thomas av. y mendoza,12,-58.47973681,-34.57418656,moto,moto,conductor,masculino,41.0,2019-10-21
2019-0088,1,2019-10-22,20,avenida,"Bonavena, oscar natalio","Alcorta, amancio av. y bonavena, oscar natalio",4,-58.40623949,-34.65076549,peaton,pasajeros,peaton,masculino,27.0,2019-10-22
2019-0089,1,2019-10-23,15,avenida,"Blanes, juan manuel","Brown, alte. av. y blanes, juan manuel",4,-58.36244648,-34.63107887,peaton,cargas,peaton,femenino,92.0,2019-10-23
2019-0090,1,2019-10-24,18,avenida,,"Alberdi, juan bautista av. 5455",9,-58.49962423,-34.64868027,peaton,moto,peaton,masculino,67.0,2019-10-26
2019-0091,1,2019-11-01,20,avenida,Camargo,"Justo, juan b. av. y camargo",15,-58.44551437,-34.59559816,peaton,pasajeros,peaton,masculino,35.0,2019-11-01
2019-0092,1,2019-11-03,10,calle,Suarez,"Brin, ministro y suarez",4,-58.35608181,-34.63420319,peaton,pasajeros,peaton,masculino,37.0,2019-11-03
2019-0093,1,2019-11-13,11,avenida,"Justo, juan b. av.","Niza y justo, juan b. av.",11,-58.46483679,-34.60907662,bicicleta,otro,ciclista,masculino,16.0,2019-11-13
2019-0094,1,2019-11-18,14,calle,Serrano,Camargo y serrano,15,-58.44368628,-34.59724326,moto,otro,pasajero_acompañante,femenino,,2019-11-18
2019-0095,1,2019-11-20,15,autopista,,Autopista 1 sur presidente arturo frondizi y caseros av.,1,-58.37864583,-34.62907067,moto,cargas,conductor,masculino,,2019-11-20
2019-0096,1,2019-11-22,19,avenida,Piedras,Caseros av. y piedras,1,-58.37560352,-34.62726382,peaton,pasajeros,peaton,masculino,73.0,2019-11-22
2019-0097,1,2019-11-25,8,autopista,,Autopista perito moreno km. 5.6,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompañante,femenino,23.0,2019-11-25
2019-0098,1,2019-11-25,14,avenida,,Guzman 365,15,-58.45134029,-34.58984288,pasajeros,pasajeros,pasajero_acompañante,femenino,61.0,2019-11-29
2019-0100,1,2019-12-05,17,avenida,,De los constituyentes av. 4300,12,-58.49040794,-34.58368803,moto,auto,conductor,masculino,38.0,2019-12-18
2019-0101,1,2019-12-17,4,avenida,Tilcara av.,"Moreno, perito av. y tilcara av.",4,-58.42102679,-34.64991178,moto,moto,conductor,masculino,25.0,2019-12-17
2019-0102,1,2019-12-17,14,calle,"Gordillo, timoteo","Ibarrola y gordillo, timoteo",9,-58.52219407,-34.64143926,moto,auto,conductor,masculino,18.0,2019-12-18
2019-0103,1,2019-12-18,0,gral paz,Griveo,"Paz, gral. av. y griveo",11,-58.52169422,-34.5947164,moto,moto,conductor,masculino,24.0,2019-12-18
2019-0104,1,2019-12-21,4,avenida,Pergamino,Rivadavia av. y pergamino,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompañante,femenino,23.0,2019-12-22
2019-0105,1,2019-05-05,11,avenida,Segurola av.,Santo tome y segurola av.,10,-58.50512382,-34.61520391,peaton,auto,peaton,femenino,82.0,2019-05-08
2020-0001,1,2020-01-04,10,calle,Loyola,Uriarte y loyola,15,-58.43910409,-34.59213355,peaton,auto,peaton,femenino,87.0,2020-01-04
2020-0002,1,2020-01-05,20,avenida,Varela av.,Saraza y varela av.,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,masculino,36.0,2020-01-07
2020-0003,1,2020-01-11,6,avenida,Combate de los pozos,Rivadavia av. y combate de los pozos,3,-58.39337644,-34.60927582,peaton,auto,peaton,masculino,44.0,2020-01-11
2020-0004,1,2020-01-14,21,avenida,Rivadavia av.,Rodriguez peã‘a y rivadavia av.,1,-58.39055614,-34.60919284,peaton,pasajeros,peaton,masculino,82.0,2020-01-15
2020-0005,1,2020-01-14,6,avenida,San juan av.,24 de noviembre y san juan av.,3,-58.41036975,-34.62477021,moto,pasajeros,conductor,masculino,25.0,2020-02-10
2020-0006,1,2020-01-20,12,avenida,,Lafuente av. 2250,8,-58.44925765,-34.65412546,moto,cargas,conductor,masculino,23.0,2020-01-20
2020-0007,1,2020-01-27,0,calle,Lima,Chile y lima,1,-58.3815685,-34.61648696,peaton,moto,peaton,masculino,52.0,2020-01-27
2020-0008,1,2020-01-30,7,avenida,"Jaures, jean","Cordoba av. y jaures, jean",2,-58.40662899,-34.59804521,moto,cargas,conductor,masculino,49.0,2020-01-30
2020-0009,1,2020-02-04,14,calle,"Salguero, jeronimo","Peron, juan domingo, tte. general y salguero, jeronimo",5,-58.41985649,-34.6060085,peaton,auto,peaton,masculino,48.0,2020-02-05
2020-0010,1,2020-02-08,5,avenida,San juan av.,9 de julio av. y san juan av.,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,masculino,,2020-02-08
2020-0011,1,2020-02-12,11,calle,,Colombres 466,5,-58.41803309,-34.61823178,moto,cargas,conductor,masculino,31.0,2020-02-12
2020-0012,1,2020-02-18,21,calle,,Mexico 2860,3,-58.40604003,-34.61783553,peaton,moto,peaton,femenino,66.0,2020-02-18
2020-0013,1,2020-02-20,12,avenida,Triunvirato av.,Combatientes de malvinas av. y triunvirato av.,15,-58.47549929,-34.57994061,peaton,moto,peaton,femenino,58.0,2020-03-03
2020-0014,1,2020-02-27,2,calle,Nogoya,Bermudez y nogoya,11,-58.51398484,-34.61600366,moto,pasajeros,conductor,masculino,,2020-02-27
2020-0015,1,2020-02-28,14,avenida,Paseo colon av.,Brasil av. y paseo colon av.,1,-58.36797542,-34.62519403,moto,pasajeros,conductor,masculino,29.0,2020-02-28
2020-0016,1,2020-02-29,13,avenida,,"Alem, leandro n. av. 770",1,-58.37133616,-34.59879316,peaton,pasajeros,peaton,masculino,68.0,2020-03-09
2020-0017,1,2020-03-05,23,avenida,Rincon,Belgrano av. y rincon,3,-58.39613805,-34.61413568,peaton,auto,peaton,masculino,,2020-03-05
2020-0018,1,2020-03-09,14,avenida,,"Udaondo, guillermo av. 901",13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,masculino,31.0,2020-03-09
2020-0019,1,2020-03-10,21,calle,Castro,Constitucion y castro,5,-58.41972364,-34.6284667,peaton,auto,peaton,femenino,80.0,2020-03-10
2020-0020,1,2020-03-13,17,avenida,"Gomez, valentin","Pueyrredon av. y gomez, valentin",3,-58.40571596,-34.60557123,peaton,moto,peaton,femenino,74.0,2020-03-17
2020-0021,1,2020-03-14,16,calle,,"Bravo, mario 1279",2,-58.4145159,-34.59488319,peaton,auto,peaton,femenino,87.0,2020-03-14
2020-0022,1,2020-04-07,6,autopista,Escalada av.,Autopista dellepiane luis tte. gral. y escalada av.,9,-58.47297505,-34.66245085,auto,cargas,pasajero_acompañante,masculino,44.0,2020-04-07
2020-0023,1,2020-04-09,18,avenida,"Brown, alte. av.","Araoz de lamadrid, gregorio, gral. y brown, alte. av.",4,-58.35791192,-34.63695178,auto,cargas,conductor,masculino,44.0,2020-05-03
2020-0024,1,2020-04-24,7,calle,,Murguiondo 1339,9,-58.50801713,-34.65177305,auto,auto,conductor,masculino,53.0,2020-04-24
2020-0025,1,2020-05-12,5,avenida,,Rivadavia av. 2551,3,-58.40258477,-34.60975108,peaton,auto,peaton,masculino,,2020-05-12
2020-0026,1,2020-05-17,6,autopista,,"Lugones, leopoldo av. km 6,1",14,,,moto,objeto fijo,conductor,masculino,28.0,2020-05-17
2020-0027,1,2020-05-18,8,avenida,Montiel,"Dellepiane, luis, tte. gral. y montiel",8,-58.48267426,-34.68454456,peaton,cargas,peaton,masculino,76.0,2020-05-18
2020-0028,1,2020-05-19,10,avenida,Warnes av.,"Scalabrini ortiz, raul av. y warnes av.",15,-58.44248936,-34.60221948,peaton,pasajeros,peaton,masculino,91.0,2020-05-23
2020-0029,1,2020-06-10,14,gral paz,"Roffo, angel h., dr.","Paz, gral. av. y roffo, angel h., dr.",9,-58.52909134,-34.63886726,peaton,pasajeros,peaton,masculino,80.0,2020-06-12
2020-0030,1,2020-06-16,15,avenida,,San martin av. 1550,6,-58.45158942,-34.6064658,moto,multiple,conductor,masculino,40.0,2020-06-16
2020-0031,1,2020-06-30,8,avenida,Larraya,"Garzon, eugenio, gral. av. y larraya",9,-58.49344309,-34.65788529,moto,cargas,conductor,masculino,29.0,2020-06-30
2020-0032,1,2020-07-10,23,avenida,Serrano,Corrientes av. y serrano,15,-58.44259166,-34.59635137,moto,auto,conductor,masculino,21.0,2020-07-10
2020-0033,1,2020-07-19,6,gral paz,Del libertador av.,"Paz, gral. av. y del libertador av.",13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,masculino,32.0,2020-07-19
2020-0034,1,2020-08-02,3,calle,"Anchorena, tomas manuel de, dr.","Mitre, bartolome y anchorena, tomas manuel de, dr.",3,-58.41178158,-34.60922259,peaton,auto,peaton,femenino,,2020-08-02
2020-0035,1,2020-08-04,5,autopista,,Autopista 25 de mayo y pumacahua,7,-58.45068621,-34.63638927,moto,pasajeros,conductor,masculino,40.0,2020-08-04
2020-0036,1,2020-08-07,18,avenida,Paraguay,"Scalabrini ortiz, raul av. y paraguay",14,-58.42016954,-34.5877879,peaton,moto,peaton,masculino,72.0,2020-08-22
2020-0037,1,2020-08-29,4,avenida,Varela av.,"Fernandez de la cruz, f., gral. av. y varela av.",8,-58.43850413,-34.65554754,peaton,auto,peaton,masculino,38.0,2020-08-29
2020-0038,2,2020-08-30,4,avenida,"Diaz, cnel. av.","Las heras general av. y diaz, cnel. av.",14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,46.0,2020-08-30
2020-0038,2,2020-08-30,4,avenida,"Diaz, cnel. av.","Las heras general av. y diaz, cnel. av.",14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,64.0,2020-08-30
2020-0039,1,2020-09-01,19,calle,,Murguiondo,9,,,peaton,cargas,peaton,masculino,44.0,2020-09-01
2020-0040,1,2020-09-12,3,avenida,Calle 12 (no oficial),"Castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.5780581,auto,objeto fijo,conductor,masculino,,2020-09-12
2020-0041,1,2020-09-28,1,avenida,"Peron, eva av.","Curapaligue y peron, eva av.",7,-58.4475047,-34.63491705,moto,pasajeros,conductor,masculino,34.0,2020-09-28
2020-0042,1,2020-09-29,17,avenida,Soldado de la frontera av.,"Diaz, ana y soldado de la frontera av.",8,-58.46745752,-34.68192648,peaton,pasajeros,peaton,femenino,53.0,2020-09-29
2020-0043,1,2020-09-30,17,avenida,Paraguay,"Alem, leandro n. av. y paraguay",1,-58.37202621,-34.59717942,peaton,pasajeros,peaton,masculino,64.0,2020-09-30
2020-0044,1,2020-10-05,0,avenida,Independencia av.,La plata av. e independencia av.,6,-58.42779702,-34.62207347,auto,auto,conductor,masculino,43.0,2020-10-05
2020-0045,1,2020-10-19,3,gral paz,27 de febrero av.,"Paz, gral. av. y 27 de febrero av.",8,-58.46244952,-34.70524971,auto,cargas,conductor,masculino,50.0,2020-10-19
2020-0046,1,2020-10-27,21,avenida,"Carranza, adolfo p.","Nazca av. y carranza, adolfo p.",11,-58.4844016,-34.60776782,moto,moto,conductor,masculino,41.0,2020-10-27
2020-0047,1,2020-10-27,14,autopista,Lacarra av.,Autopista presidente hã‰ctor j. cãmpora y lacarra av.,9,-58.46668375,-34.65174801,peaton,cargas,peaton,masculino,15.0,2020-10-27
2020-0048,1,2020-10-29,20,avenida,,Dorrego av. 614,15,-58.4495878,-34.59322448,moto,objeto fijo,conductor,masculino,41.0,2020-10-29
2020-0049,1,2020-10-30,20,avenida,"Ramos mejia, jose maria, dr. av.","Del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,peaton,auto,peaton,masculino,36.0,2020-10-30
2020-0050,1,2020-11-01,22,avenida,Godoy cruz,Santa fe av. y godoy cruz,14,-58.42525456,-34.57866344,peaton,moto,peaton,femenino,28.0,2020-11-01
2020-0051,1,2020-11-05,0,avenida,Mercedes,Avellaneda av. y mercedes,10,-58.48493828,-34.62981124,moto,auto,conductor,masculino,49.0,2020-11-05
2020-0052,1,2020-11-07,6,avenida,Pueyrredon av.,Tucuman y pueyrredon av.,3,-58.40480504,-34.60183884,bicicleta,cargas,ciclista,masculino,44.0,2020-11-07
2020-0053,1,2020-11-09,3,avenida,"Einstein, alberto","Alcorta, amancio av. y einstein, alberto",4,-58.41125934,-34.6541774,auto,auto,pasajero_acompañante,masculino,27.0,2020-11-09
2020-0054,1,2020-11-19,9,calle,Alberti,Inclan y alberti,4,-58.39956546,-34.6297708,bicicleta,auto,ciclista,masculino,59.0,2020-11-23
2020-0055,1,2020-11-19,12,avenida,,Olazabal av. 5437,12,-58.49005682,-34.5786897,peaton,cargas,peaton,masculino,91.0,2020-12-11
2020-0056,1,2020-11-21,13,gral paz,"Roca, cnel. av.","Paz, gral. av. y roca, cnel. av.",8,-58.47064556,-34.69843756,moto,cargas,conductor,femenino,34.0,2020-11-21
2020-0057,1,2020-11-23,7,avenida,"Viale, luis","Nazca av. y viale, luis",11,-58.4750156,-34.61945902,peaton,auto,peaton,masculino,84.0,2020-11-23
2020-0058,1,2020-11-24,16,avenida,"Falcon, ramon l.,cnel.","Olivera av. y falcon, ramon l.,cnel.",10,-58.48727942,-34.63652467,peaton,auto,peaton,masculino,57.0,2020-11-25
2020-0059,1,2020-12-01,6,calle,,Brasil 1100,1,-58.3795169,-34.62794241,peaton,pasajeros,peaton,femenino,49.0,2020-12-14
2020-0060,1,2020-12-03,20,avenida,"Peron, eva av.","Homero y peron, eva av.",9,-58.47750832,-34.65672199,peaton,moto,peaton,femenino,69.0,2020-12-03
2020-0061,1,2020-12-03,14,autopista,"Udaondo, guillermo av.","Cantilo, int. y udaondo, guillermo av.",13,-58.44927253,-34.54048625,moto,cargas,conductor,masculino,45.0,2020-12-04
2020-0062,1,2020-12-04,17,calle,,Moreno 1845,3,-58.39246272,-34.61253541,bicicleta,pasajeros,ciclista,masculino,47.0,2020-12-04
2020-0063,2,2020-12-05,7,calle,Alta gracia,Nueva york y alta gracia,11,-58.52783814,-34.61047001,peaton_moto,moto,peaton,masculino,38.0,2020-12-05
2020-0063,2,2020-12-05,7,calle,Alta gracia,Nueva york y alta gracia,11,-58.52783814,-34.61047001,peaton_moto,moto,pasajero_acompañante,masculino,21.0,2020-12-05
2020-0065,1,2020-12-05,16,gral paz,"Goyeneche, roberto parque av.","Paz, gral. av. y goyeneche, roberto parque av.",12,-58.49332664,-34.54836855,moto,auto,conductor,masculino,24.0,2020-12-06
2020-0066,1,2020-12-07,4,autopista,,Autopista perito moreno (altura estacion de tren villa luro),10,-58.50178784,-34.63593897,moto,objeto fijo,conductor,masculino,27.0,2020-12-07
2020-0067,1,2020-12-11,22,avenida,Beazley,Saenz av. y beazley,4,-58.41657793,-34.65476216,peaton,pasajeros,peaton,masculino,51.0,2020-12-11
2020-0068,1,2020-12-12,20,avenida,Austria,Del libertador av. y austria,2,-58.39731474,-34.58307887,moto,auto,conductor,masculino,71.0,2020-12-20
2020-0069,1,2020-12-15,5,avenida,"Saenz pe?a, luis, pres.","Independencia av. y saenz peã‘a, luis, pres.",1,-58.38746381,-34.61790839,moto,pasajeros,pasajero_acompañante,masculino,25.0,2020-12-15
2020-0070,1,2020-12-17,15,avenida,"Las heras, general","Callao av. y las heras, general",2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,81.0,2020-12-22
2020-0071,1,2020-12-17,23,avenida,Directorio av.,San pedrito av. y directorio av.,7,-58.46749188,-34.63551751,peaton,auto,peaton,masculino,4.0,2020-12-17
2020-0072,1,2020-12-19,3,avenida,"Calvo, carlos","Jujuy av. y calvo, carlos",3,-58.40280471,-34.62113271,bicicleta,auto,ciclista,masculino,42.0,2020-12-19
2020-0073,1,2020-12-20,7,avenida,Escalada av.,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,moto,objeto fijo,conductor,masculino,56.0,2020-12-20
2020-0074,1,2020-12-20,21,avenida,Nazca av.,Bogota y nazca av.,7,-58.47110424,-34.62742408,auto,auto,conductor,masculino,39.0,2020-12-20
2020-0075,1,2020-12-23,14,avenida,9 de julio av.,Corrientes av. y 9 de julio av.,1,-58.38220928,-34.60373898,peaton,pasajeros,peaton,masculino,23.0,2020-12-23
2020-0076,1,2020-12-24,12,avenida,Chivilcoy,Alvarez jonte av. y chivilcoy,10,-58.49794468,-34.61565025,auto,pasajeros,conductor,femenino,78.0,2021-01-17
2020-0077,2,2020-12-25,6,avenida,Punta arenas,San martin av. y punta arenas,15,-58.47220945,-34.60111373,moto,auto,conductor,femenino,30.0,2020-12-25
2020-0077,2,2020-12-25,6,avenida,Punta arenas,San martin av. y punta arenas,15,-58.47220945,-34.60111373,moto,auto,pasajero_acompañante,femenino,24.0,2020-12-25
2020-0078,1,2020-12-25,5,calle,,Barco centenera del 1118,7,-58.43706741,-34.63217813,bicicleta,pasajeros,ciclista,masculino,26.0,2020-12-25
2020-0079,1,2020-12-27,4,gral paz,"Goyeneche, roberto parque av.","Paz, gral. av. y goyeneche, roberto parque av.",12,-58.49332664,-34.54836855,moto,objeto fijo,conductor,masculino,28.0,2020-12-27
2021-0001,1,2021-01-06,18,autopista,,Au frondizi km. 3,1,-58.37960727,-34.62622851,moto,auto,conductor,masculino,36.0,2021-01-06
2021-0002,1,2021-01-07,10,avenida,Murguiondo,"Castro, emilio av. y murguiondo",9,-58.51061062,-34.64972472,moto,cargas,conductor,femenino,47.0,2021-01-07
2021-0003,1,2021-01-10,7,autopista,,Autopista 25 de mayo km. 3.7,7,-58.43052224,-34.62941648,moto,objeto fijo,conductor,masculino,27.0,2021-01-10
2021-0004,1,2021-01-11,9,avenida,Guarani,Caseros av. y guarani,5,-58.41455544,-34.63866836,peaton,cargas,peaton,femenino,61.0,2021-01-11
2021-0005,1,2021-01-11,21,avenida,,"Peron, eva av. 3800",9,-58.46774439,-34.64730145,peaton,auto,peaton,masculino,73.0,2021-01-14
2021-0006,1,2021-01-12,21,autopista,Sarmiento av.,Autopista arturo illia y sarmiento av.,14,-58.40786274,-34.56726817,moto,cargas,pasajero_acompañante,femenino,23.0,2021-01-12
2021-0007,1,2021-01-18,10,avenida,Giribone,De los constituyentes av. y giribone,15,-58.48744301,-34.58622275,moto,moto,conductor,masculino,84.0,2021-01-26
2021-0008,1,2021-01-22,23,avenida,"Rabanal, francisco, intendente av.","Saenz av. y rabanal, francisco, intendente av.",4,-58.41657793,-34.65476216,peaton,pasajeros,peaton,masculino,28.0,2021-01-22
2021-0009,1,2021-01-23,5,avenida,Gaona av.,Paysandu y gaona av.,6,-58.45351111,-34.61134937,moto,objeto fijo,conductor,masculino,31.0,2021-01-23
2021-0010,1,2021-01-23,8,gral paz,"Balbin, ricardo, dr. av.","Paz, gral. av. y balbin, ricardo, dr. av.",12,-58.5007381,-34.5497951,moto,auto,conductor,masculino,28.0,2021-01-23
2021-0011,1,2021-01-27,1,avenida,,Santa fe av. 1675,2,-58.39144148,-34.59564871,peaton,auto,peaton,masculino,21.0,2021-01-27
2021-0012,1,2021-01-29,20,autopista,Guamini,"Dellepiane, luis, tte. gral. y guamini",8,-58.48191128,-34.68385968,peaton,auto,peaton,masculino,,2021-01-29
2021-0013,1,2021-01-31,6,avenida,Olivera av.,"Falcon, ramon l.,cnel. y olivera av.",10,-58.48727942,-34.63652467,moto,objeto fijo,conductor,masculino,41.0,2021-01-31
2021-0014,1,2021-02-02,0,avenida,Nogoya,San martin av. y nogoya,15,-58.48328708,-34.59779521,peaton,auto,peaton,masculino,28.0,2021-02-18
2021-0015,1,2021-02-06,3,avenida,Tinogasta,San martin av. y tinogasta,15,-58.49018543,-34.5972499,moto,objeto fijo,conductor,masculino,26.0,2021-02-06
2021-0016,1,2021-02-14,5,avenida,"De la torre, lisandro","Fernandez de la cruz, f., gral. av. y de la torre, lisandro",8,-58.47230127,-34.68482689,auto,objeto fijo,conductor,masculino,22.0,2021-02-14
2021-0017,1,2021-02-17,4,avenida,Caseros av.,Salta y caseros av.,1,-58.38262614,-34.63168269,moto,pasajeros,conductor,masculino,33.0,2021-02-17
2021-0018,1,2021-02-20,19,calle,"Peron, juan domingo, tte. general","Jaures, jean y peron, juan domingo, tte. general",3,-58.41047268,-34.60793518,peaton,auto,peaton,masculino,36.0,2021-03-08
2021-0019,1,2021-02-21,1,avenida,"Larralde, crisologo av.","Triunvirato av. y larralde, crisologo av.",12,-58.49659234,-34.56353635,moto,objeto fijo,conductor,masculino,30.0,2021-02-21
